Interval Start,Interval End,Interval Complete,Filters,Media Type,Agent Id,Agent Name,Handle
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,85,laverne long,6
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,1,john smith,3
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,44,annette turner,8
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,69,gladys ramirez,19
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,79,judith ross,18
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,45,arlene phillips,10
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,51,cassandra stewart,0
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,75,janice price,3
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,57,darlene morgan,14
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,83,kellie perry,10
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,31,george wright,8
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,13,patricia jackson,5
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,87,loretta hughes,1
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,65,gabrielle ward,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,19,jessica martinez,16
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,35,ronald green,6
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,33,edward hill,11
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,7,william miller,2
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,19,jessica martinez,25
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,95,matilda alexander,7
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,3,bob johnson,1
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,19,jessica martinez,12
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,55,christine reed,18
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,54,charlotte rogers,0
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,23,karen lewis,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,87,loretta hughes,16
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,67,geraldine peterson,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,63,flora cox,3
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,46,beatrice campbell,23
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,95,matilda alexander,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,3,bob johnson,2
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,46,beatrice campbell,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,47,bernadette parker,10
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,43,anna roberts,12
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,43,anna roberts,5
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,33,edward hill,15
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,71,gwendolyn watson,5
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,17,susan thompson,12
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,57,darlene morgan,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,33,edward hill,4
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,99,myrtle hayes,21
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,95,matilda alexander,19
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,33,edward hill,22
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,33,edward hill,9
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,1,john smith,16
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,73,hazel kelly,11
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,52,catherine sanchez,17
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,49,carmen edwards,3
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,60,esther bailey,25
2025-08-18T02:02:00+00:00,2025-08-18T02:02:00+00:00,true,,voice,65,gabrielle ward,5
